type,term,unicode,source_definition,learner_definition_en,learner_definition_status,ai_review_status,review_notes
character,活,U+6D3B,"live, exist, survive; lively",live; lively,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,句,U+53E5,sentence,sentence,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,電,U+96FB,"electricity, electric; lightning",electricity; lightning,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,釐,U+91D0,"manage, control; thousandth part of tael",manage; a very small part,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,日,U+65E5,sun; day; daytime,sun; day,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,等,U+7B49,"rank, grade; to wait; equal, “and so forth”",wait; equal,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,美,U+7F8E,"beautiful, pretty; pleasing",beautiful; pleasing,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,倍,U+500D,"times, fold, multiple times",times; double,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,經,U+7D93,classic works; pass through,pass through; classic book,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,完,U+5B8C,"complete, finish, settle; whole",complete; finish,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,量,U+91CF,"measure, quantity, capacity",measure; amount,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,球,U+7403,"ball, sphere, globe; round",ball; sphere,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,飛,U+98DB,fly; go quickly; dart; high; Kangxi radical 183,fly,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,軍,U+8ECD,"army, military; soldiers, troops",army; soldiers,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,之,U+4E4B,"marks preceding phrase as modifier of following phrase; it, him her, them; go to",of; it,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,詞,U+8A5E,"words; phrase, expression",word; phrase,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,色,U+8272,"color, tint, hue, shade; form, body; beauty, desire for beauty; Kangxi radical 139",colour,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,度,U+5EA6,"degree, system; manner; to consider",degree; measure,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,根,U+6839,"root, base(d on); foundation",root; base,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,問,U+554F,"ask (about), inquire after",ask; question,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,呀,U+5440,particle used to express surprise or mild emphasis; (Cant.) slurred form of the number ten,a sound showing surprise,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,打,U+6253,"strike, hit, beat; fight; attack",hit; strike,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,光,U+5149,"light, brilliant, shine; only",light; shine,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,空,U+7A7A,"empty, hollow, bare, deserted",empty; sky,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,如,U+5982,"if, supposing; as if; like, as",like; as if,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,她,U+5979,"she, her",she; her,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,見,U+898B,"see, observe, behold; perceive; Kangxi radical 147",see; meet,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,原,U+539F,"source, origin, beginning",source; original,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,節,U+7BC0,"knot, node, joint; section; hexagram ䷻",section; joint,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,身,U+8EAB,"body; trunk, hull; Kangxi radical 158",body; self,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,爸,U+7238,"father, papa",father; dad,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,線,U+7DDA,"thread, line, wire; clue",line; thread,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,己,U+5DF1,"self, oneself; personal, private; 6th heavenly stem",self,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,乘,U+4E58,"ride, ascend; avail oneself of; numerary adjunct for vehicles",ride; multiply,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,嗎,U+55CE,final interrogative particle,a question ending,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,只,U+53EA,"only, just, simply",only; just,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,內,U+5167,"inside, interior; domestic",inside; inner,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,填,U+586B,"fill in, fill up; make good",fill in; fill up,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,變,U+8B8A,"change, transform, alter; rebel",change; transform,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,星,U+661F,"a star, planet; any point of light; 25th lunar mansion, determinative star α Hydrae (Alphard)",star,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,別,U+5225,"separate, other; do not",other; do not,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,外,U+5916,"out, outside, external; foreign",outside; foreign,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,件,U+4EF6,numerary adjunct for article; matter,measure word for things,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,愛,U+611B,"love, be fond of, like",love; like,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,連,U+9023,"join, connect; continuous; even",join; even,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,級,U+7D1A,"level, rank, class; grade",level; grade,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,式,U+5F0F,"style, system, formula, rule",style; formula,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,於,U+65BC,"in, at, on; interjection alas!",in; at,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,力,U+529B,"power, capability, influence; Kangxi radical 19",power; strength,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,直,U+76F4,"straight, erect, vertical",straight,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,張,U+5F35,"stretch, extend, expand; sheet; 26th lunar mansion, determinative star υ¹ Hydrae",stretch; measure word for flat things,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
character,均,U+5747,"equal, even, fair; all, also",equal; fair,approved,codex-reviewed-draft,Codex reviewed source meaning and wrote a short primary-school definition.
